sex,age,race,education,workclass,occupation,salary-class
Male,38,White,Bachelors,Self-emp-inc,Exec-managerial,>50K
Male,50,White,HS-grad,Private,Exec-managerial,>50K
Male,24,Black,Some-college,Local-gov,Handlers-cleaners,<=50K
Male,37,White,Some-college,Local-gov,Tech-support,>50K
Male,44,White,Some-college,Private,Machine-op-inspct,>50K
Female,28,White,Some-college,Private,Sales,<=50K
Male,42,White,Bachelors,Private,Exec-managerial,>50K
Female,74,White,Some-college,Private,Adm-clerical,<=50K
Male,38,White,HS-grad,Self-emp-not-inc,Craft-repair,<=50K
Male,44,White,Masters,Self-emp-not-inc,Prof-specialty,<=50K
Female,44,Other,11th,Private,Machine-op-inspct,<=50K
Male,26,White,HS-grad,Private,Machine-op-inspct,<=50K
Male,36,Black,HS-grad,Private,Other-service,<=50K
Female,41,White,Assoc-acdm,Private,Exec-managerial,>50K
Male,67,White,Prof-school,Private,Prof-specialty,>50K
Male,39,White,12th,Local-gov,Tech-support,<=50K
Female,57,Black,1st-4th,Private,Priv-house-serv,<=50K
Male,29,White,Assoc-voc,Private,Craft-repair,<=50K
Female,31,White,Bachelors,Self-emp-inc,Farming-fishing,<=50K
Male,44,White,Some-college,Private,Transport-moving,<=50K
Male,29,White,Doctorate,Private,Prof-specialty,<=50K
Female,30,White,Some-college,Private,Handlers-cleaners,<=50K
Male,27,White,HS-grad,Private,Transport-moving,<=50K
Male,27,White,Some-college,Private,Sales,<=50K
Female,32,White,HS-grad,Private,Handlers-cleaners,<=50K
Female,58,White,10th,Private,Other-service,<=50K
Male,35,White,Some-college,Local-gov,Protective-serv,<=50K
Male,21,White,HS-grad,Private,Handlers-cleaners,<=50K
Male,28,White,Some-college,Private,Craft-repair,<=50K
Male,46,White,Some-college,Self-emp-not-inc,Exec-managerial,<=50K
Female,36,White,HS-grad,Self-emp-not-inc,Other-service,<=50K
Female,72,White,11th,Private,Adm-clerical,<=50K
Female,35,Black,HS-grad,Private,Machine-op-inspct,<=50K
Female,33,Black,Assoc-voc,Federal-gov,Craft-repair,>50K
Female,69,White,11th,Private,Machine-op-inspct,<=50K
Male,35,White,HS-grad,Private,Machine-op-inspct,<=50K
Female,34,White,HS-grad,Private,Tech-support,<=50K
Male,30,White,11th,Private,Other-service,<=50K
Male,28,White,Bachelors,Private,Transport-moving,<=50K
Male,54,White,Bachelors,Private,Sales,>50K
Male,47,White,Some-college,Private,Prof-specialty,>50K
Female,24,Black,HS-grad,Private,Handlers-cleaners,<=50K
Male,52,White,Bachelors,Self-emp-not-inc,Prof-specialty,>50K
Male,20,Amer-Indian-Eskimo,HS-grad,Private,Handlers-cleaners,<=50K
Male,43,White,Masters,Self-emp-inc,Exec-managerial,<=50K
Female,45,White,7th-8th,Private,Other-service,<=50K
Male,29,White,HS-grad,Self-emp-not-inc,Craft-repair,<=50K
Male,47,White,Masters,Private,Exec-managerial,<=50K
Male,24,White,HS-grad,Private,Craft-repair,<=50K
Male,51,White,HS-grad,Private,Prof-specialty,<=50K
Male,17,White,11th,Private,Sales,<=50K
Male,37,White,Assoc-voc,Private,Craft-repair,>50K
Female,27,White,Doctorate,Private,Prof-specialty,<=50K
Male,29,White,Bachelors,Private,Exec-managerial,>50K
Female,36,White,Assoc-acdm,Self-emp-not-inc,Sales,<=50K
Female,58,White,Bachelors,Local-gov,Prof-specialty,<=50K
Male,26,White,Some-college,Self-emp-not-inc,Craft-repair,<=50K
Male,57,White,HS-grad,Private,Sales,>50K
Male,59,White,HS-grad,Private,Craft-repair,<=50K
Male,27,White,HS-grad,Private,Machine-op-inspct,<=50K
Male,31,White,Bachelors,Self-emp-not-inc,Tech-support,<=50K
Female,21,White,Some-college,Private,Sales,<=50K
Male,29,White,Some-college,Private,Adm-clerical,<=50K
Male,18,White,11th,Private,Other-service,<=50K
Male,52,White,10th,Private,Craft-repair,>50K
Male,57,White,Bachelors,Self-emp-inc,Prof-specialty,<=50K
Male,60,White,7th-8th,Private,Transport-moving,>50K
Male,31,White,Bachelors,Private,Prof-specialty,>50K
Female,23,White,Bachelors,Private,Adm-clerical,<=50K
Male,27,White,HS-grad,Private,Sales,<=50K
Male,42,White,Prof-school,Self-emp-not-inc,Prof-specialty,>50K
Male,25,White,Some-college,Private,Tech-support,<=50K
Female,49,White,Bachelors,Private,Prof-specialty,<=50K
Male,32,White,Bachelors,Private,Tech-support,<=50K
Male,19,White,Some-college,Private,Adm-clerical,<=50K
Female,60,White,7th-8th,Private,Other-service,<=50K
Male,42,White,9th,Local-gov,Other-service,<=50K
Male,35,White,Assoc-acdm,Self-emp-not-inc,Farming-fishing,<=50K
Female,48,Black,HS-grad,Private,Adm-clerical,<=50K
Male,51,White,Masters,Private,Craft-repair,>50K
Male,29,Amer-Indian-Eskimo,HS-grad,Private,Craft-repair,<=50K
Male,36,Black,HS-grad,Local-gov,Exec-managerial,<=50K
Female,17,White,10th,Private,Other-service,<=50K
Female,52,White,Masters,Private,Prof-specialty,<=50K
Male,24,White,HS-grad,Private,Craft-repair,<=50K
Male,24,White,HS-grad,Private,Handlers-cleaners,<=50K
Male,26,White,Bachelors,Local-gov,Prof-specialty,<=50K
Female,27,White,Bachelors,Private,Other-service,<=50K
Male,39,White,HS-grad,Private,Handlers-cleaners,<=50K
Male,30,Black,HS-grad,Private,Transport-moving,<=50K
Male,50,White,HS-grad,Self-emp-not-inc,Exec-managerial,<=50K
Male,52,White,Bachelors,Self-emp-inc,Sales,<=50K
Male,46,White,Prof-school,Private,Prof-specialty,>50K
Female,23,White,Bachelors,Private,Sales,<=50K
Female,45,Black,11th,Private,Other-service,<=50K
Female,65,Black,9th,Private,Priv-house-serv,<=50K
Male,29,White,Assoc-voc,Private,Transport-moving,<=50K
Male,47,White,9th,Private,Handlers-cleaners,<=50K
Male,30,Black,HS-grad,Private,Farming-fishing,<=50K
Male,34,White,HS-grad,Private,Sales,>50K
Male,38,White,HS-grad,Self-emp-not-inc,Sales,<=50K
Male,33,White,Some-college,Private,Exec-managerial,>50K
Male,49,White,Bachelors,Private,Sales,>50K
Female,47,Black,Some-college,Self-emp-not-inc,Other-service,<=50K
Female,49,Black,10th,Local-gov,Other-service,<=50K
Male,43,White,Some-college,Private,Craft-repair,>50K
Female,30,Black,Bachelors,Private,Adm-clerical,>50K
Male,58,White,HS-grad,Self-emp-not-inc,Craft-repair,<=50K
Female,19,White,HS-grad,Private,Other-service,<=50K
Male,21,White,Bachelors,Private,Handlers-cleaners,<=50K
Male,33,White,Bachelors,Private,Exec-managerial,>50K
Male,47,White,5th-6th,Self-emp-inc,Transport-moving,<=50K
Male,52,White,Doctorate,Self-emp-not-inc,Prof-specialty,>50K
Male,26,White,HS-grad,Private,Craft-repair,<=50K
Male,60,White,HS-grad,Private,Craft-repair,<=50K
Male,21,White,Some-college,Private,Handlers-cleaners,<=50K
Male,36,White,Some-college,Private,Sales,>50K
Male,31,White,Some-college,Private,Craft-repair,<=50K
Male,50,White,Doctorate,Self-emp-inc,Prof-specialty,>50K
Female,31,White,HS-grad,Local-gov,Adm-clerical,<=50K
Male,71,White,HS-grad,Private,Craft-repair,<=50K
Male,30,White,Bachelors,State-gov,Tech-support,>50K
Male,20,White,Some-college,Private,Other-service,<=50K
Male,24,White,HS-grad,Private,Exec-managerial,<=50K
Male,35,Asian-Pac-Islander,Doctorate,Private,Prof-specialty,>50K
Female,38,White,Some-college,State-gov,Exec-managerial,<=50K
Female,27,White,HS-grad,Private,Machine-op-inspct,<=50K
Female,29,Asian-Pac-Islander,Some-college,State-gov,Adm-clerical,<=50K
Male,34,White,HS-grad,Private,Craft-repair,<=50K
Male,44,White,7th-8th,Private,Craft-repair,<=50K
Male,43,White,HS-grad,Private,Machine-op-inspct,>50K
Male,44,Black,12th,Self-emp-not-inc,Handlers-cleaners,>50K
Male,35,White,Masters,Private,Sales,<=50K
Male,27,White,Some-college,Private,Prof-specialty,<=50K
Male,43,White,Masters,Local-gov,Prof-specialty,<=50K
Female,20,White,Some-college,Private,Sales,<=50K
Female,42,White,Assoc-acdm,Private,Prof-specialty,>50K
Male,27,White,Some-college,State-gov,Transport-moving,<=50K
Male,42,Black,HS-grad,Private,Craft-repair,>50K
Male,24,White,9th,Private,Machine-op-inspct,<=50K
Male,48,White,Some-college,Federal-gov,Exec-managerial,<=50K
Male,17,White,11th,Self-emp-not-inc,Farming-fishing,<=50K
Male,33,White,Bachelors,Private,Exec-managerial,>50K
Male,50,White,HS-grad,Self-emp-inc,Sales,>50K
Female,22,White,HS-grad,Private,Sales,<=50K
Male,17,White,12th,Private,Other-service,<=50K
Male,32,White,Some-college,Private,Adm-clerical,<=50K
Male,31,White,HS-grad,Private,Craft-repair,<=50K
Male,58,White,HS-grad,Self-emp-not-inc,Exec-managerial,<=50K
Male,29,White,HS-grad,Local-gov,Protective-serv,<=50K
Male,37,White,Assoc-voc,Private,Craft-repair,>50K
Male,34,White,HS-grad,Self-emp-not-inc,Craft-repair,>50K
Male,23,Black,Some-college,Local-gov,Exec-managerial,<=50K
Female,18,White,11th,State-gov,Adm-clerical,<=50K
Female,34,White,HS-grad,Private,Exec-managerial,<=50K
Female,45,White,Bachelors,Local-gov,Prof-specialty,<=50K
Male,41,White,Masters,Private,Exec-managerial,<=50K
Male,26,White,HS-grad,Private,Other-service,<=50K
Male,54,White,Some-college,Local-gov,Farming-fishing,<=50K
Female,24,Black,Some-college,Private,Machine-op-inspct,<=50K
Male,42,White,Some-college,Private,Prof-specialty,<=50K
Male,20,White,Some-college,Private,Prof-specialty,<=50K
Female,23,White,Bachelors,State-gov,Tech-support,<=50K
Male,35,White,Masters,Private,Prof-specialty,>50K
Male,31,White,Masters,Private,Tech-support,>50K
Female,30,White,Bachelors,Private,Prof-specialty,<=50K
Female,19,White,HS-grad,Private,Sales,<=50K
Male,36,White,Bachelors,Local-gov,Prof-specialty,<=50K
Female,31,White,Bachelors,Private,Sales,<=50K
Male,21,White,Some-college,Private,Handlers-cleaners,<=50K
Male,31,White,Some-college,Self-emp-not-inc,Craft-repair,<=50K
Female,46,White,Doctorate,Private,Prof-specialty,>50K
Female,44,White,Bachelors,Private,Exec-managerial,>50K
Male,40,Black,12th,Private,Other-service,<=50K
Male,45,Black,Some-college,Private,Sales,<=50K
Male,60,White,HS-grad,Private,Craft-repair,<=50K
Male,18,White,11th,Private,Other-service,<=50K
Male,28,White,Bachelors,Private,Prof-specialty,<=50K
Female,36,Black,Some-college,Private,Adm-clerical,<=50K
Male,40,White,Assoc-voc,Private,Tech-support,<=50K
Female,36,White,Bachelors,Local-gov,Adm-clerical,<=50K
Female,31,Black,HS-grad,Private,Other-service,<=50K
Male,33,White,HS-grad,Private,Machine-op-inspct,<=50K
Female,19,White,HS-grad,State-gov,Tech-support,<=50K
Female,22,White,Some-college,Private,Sales,<=50K
Male,34,White,Bachelors,Private,Exec-managerial,>50K
Male,33,White,HS-grad,Private,Other-service,<=50K
Male,41,White,HS-grad,Private,Craft-repair,<=50K
Male,29,White,Bachelors,Private,Prof-specialty,<=50K
Male,50,White,HS-grad,Local-gov,Exec-managerial,>50K
Male,42,White,Bachelors,Private,Exec-managerial,>50K
Female,44,White,HS-grad,Private,Sales,<=50K
Female,20,White,Some-college,Private,Other-service,<=50K
Male,31,White,HS-grad,Private,Other-service,<=50K
Female,23,White,Some-college,Private,Other-service,<=50K
Female,55,Asian-Pac-Islander,Some-college,Private,Adm-clerical,<=50K
Male,26,White,Assoc-voc,Private,Adm-clerical,<=50K
Female,25,White,Assoc-voc,Private,Other-service,<=50K
Male,35,White,Some-college,Private,Craft-repair,<=50K
Female,36,Black,Some-college,Private,Sales,<=50K
Male,43,White,Bachelors,State-gov,Prof-specialty,<=50K
Female,56,Black,HS-grad,Private,Other-service,<=50K
Male,42,White,Bachelors,Private,Tech-support,>50K
Female,19,White,Some-college,Private,Other-service,<=50K
Male,55,White,HS-grad,Self-emp-not-inc,Transport-moving,<=50K
Female,42,White,Masters,Private,Exec-managerial,>50K
Male,26,White,Assoc-voc,Private,Tech-support,<=50K
Male,17,White,12th,Private,Handlers-cleaners,<=50K
Female,42,White,Bachelors,Local-gov,Prof-specialty,>50K
Male,55,White,HS-grad,Private,Transport-moving,>50K
Female,32,Black,Some-college,Private,Adm-clerical,<=50K
Male,29,Black,11th,Private,Craft-repair,<=50K
Male,46,White,Bachelors,State-gov,Prof-specialty,<=50K
Male,29,White,Bachelors,State-gov,Exec-managerial,>50K
Male,22,White,Bachelors,Private,Prof-specialty,<=50K
Male,58,White,10th,Self-emp-not-inc,Craft-repair,<=50K
Male,23,White,HS-grad,Private,Transport-moving,<=50K
Male,39,White,HS-grad,Private,Handlers-cleaners,<=50K
Male,27,White,Assoc-voc,Private,Craft-repair,<=50K
Male,54,White,HS-grad,Private,Transport-moving,>50K
Female,33,White,Bachelors,Local-gov,Prof-specialty,<=50K
Female,46,White,HS-grad,Federal-gov,Adm-clerical,>50K
Male,37,Black,HS-grad,Private,Farming-fishing,<=50K
Female,36,White,HS-grad,Private,Other-service,<=50K
Female,59,White,HS-grad,Local-gov,Adm-clerical,>50K
Male,34,White,HS-grad,Local-gov,Protective-serv,<=50K
Male,53,White,Doctorate,Self-emp-inc,Exec-managerial,>50K
Male,51,White,Bachelors,Private,Sales,>50K
Female,32,White,10th,Private,Other-service,<=50K
Male,31,White,Some-college,State-gov,Other-service,<=50K
Female,22,White,Some-college,Private,Sales,<=50K
Female,47,White,Bachelors,Self-emp-not-inc,Sales,<=50K
Male,32,White,HS-grad,Private,Machine-op-inspct,<=50K
Female,26,White,Some-college,Private,Farming-fishing,<=50K
Male,37,White,5th-6th,Private,Farming-fishing,<=50K
Male,31,White,HS-grad,Private,Craft-repair,<=50K
Female,37,White,Assoc-voc,Private,Tech-support,>50K
Male,55,White,HS-grad,Private,Sales,<=50K
Male,23,White,Assoc-voc,Local-gov,Tech-support,<=50K
Female,36,White,Some-college,Private,Adm-clerical,<=50K
Male,43,White,Bachelors,Private,Sales,>50K
Male,54,White,Some-college,Private,Tech-support,<=50K
Female,28,White,Assoc-voc,Private,Machine-op-inspct,<=50K
Male,40,White,Assoc-voc,Private,Exec-managerial,>50K
Male,41,White,Some-college,Self-emp-not-inc,Exec-managerial,<=50K
Female,40,Other,Bachelors,Private,Sales,>50K
Female,42,Black,Some-college,Private,Adm-clerical,<=50K
Male,61,White,HS-grad,Self-emp-not-inc,Farming-fishing,<=50K
Male,18,White,12th,Private,Machine-op-inspct,<=50K
Male,48,White,Assoc-voc,Private,Tech-support,>50K
Male,41,White,Bachelors,Self-emp-inc,Tech-support,<=50K
Female,23,White,HS-grad,Private,Sales,<=50K
Male,60,White,HS-grad,Private,Transport-moving,>50K
Male,22,Black,Some-college,Private,Other-service,<=50K
Male,61,White,HS-grad,Private,Machine-op-inspct,<=50K
Male,25,Black,HS-grad,Private,Machine-op-inspct,<=50K
Male,46,White,Masters,Private,Tech-support,>50K
Male,43,White,Bachelors,Private,Exec-managerial,>50K
Male,43,White,Assoc-acdm,Private,Craft-repair,<=50K
Male,24,Black,HS-grad,Private,Other-service,<=50K
Male,68,White,11th,Self-emp-not-inc,Farming-fishing,<=50K
Female,31,White,HS-grad,Private,Adm-clerical,<=50K
Female,17,White,11th,Private,Sales,<=50K
Male,32,White,HS-grad,Private,Craft-repair,>50K
Male,33,White,Bachelors,Private,Prof-specialty,>50K
Male,64,White,Bachelors,Private,Prof-specialty,>50K
Male,20,White,HS-grad,Private,Transport-moving,<=50K
Female,30,White,HS-grad,Private,Other-service,<=50K
Male,43,White,Some-college,Private,Exec-managerial,<=50K
Male,22,White,Some-college,Private,Adm-clerical,<=50K
Male,17,White,10th,Private,Farming-fishing,<=50K
Female,47,White,HS-grad,Self-emp-not-inc,Other-service,<=50K
Female,41,White,Assoc-voc,Private,Prof-specialty,<=50K
Male,56,White,Some-college,Private,Craft-repair,>50K
Male,64,White,HS-grad,Private,Transport-moving,<=50K
Male,47,White,HS-grad,Private,Transport-moving,>50K
Male,48,White,Assoc-voc,Private,Adm-clerical,<=50K
Female,31,White,Masters,Private,Prof-specialty,<=50K
Male,29,White,Assoc-voc,Private,Tech-support,<=50K
Female,30,White,HS-grad,Private,Adm-clerical,<=50K
Male,32,White,HS-grad,Private,Exec-managerial,<=50K
Male,57,White,HS-grad,Private,Transport-moving,>50K
Female,62,White,HS-grad,Private,Other-service,<=50K
Female,39,White,HS-grad,Private,Machine-op-inspct,<=50K
Male,43,White,Some-college,Private,Adm-clerical,<=50K
Male,24,White,Bachelors,Self-emp-inc,Sales,<=50K
Female,53,White,Some-college,Private,Adm-clerical,>50K
Male,26,White,Some-college,Private,Handlers-cleaners,<=50K
Male,73,White,HS-grad,Self-emp-not-inc,Exec-managerial,<=50K
Male,55,White,HS-grad,Private,Machine-op-inspct,<=50K
Male,25,White,HS-grad,Private,Adm-clerical,<=50K
Female,41,White,Bachelors,Private,Prof-specialty,>50K
Male,24,White,Bachelors,Private,Exec-managerial,<=50K
Male,63,White,HS-grad,Private,Farming-fishing,<=50K
Male,17,White,11th,Private,Sales,<=50K
Male,35,White,Some-college,Private,Craft-repair,<=50K
Male,51,White,Some-college,Private,Prof-specialty,>50K
Female,62,White,Bachelors,Local-gov,Prof-specialty,<=50K
Male,55,White,HS-grad,Private,Craft-repair,>50K
Male,43,White,Some-college,Private,Prof-specialty,<=50K
Female,40,White,HS-grad,Local-gov,Other-service,<=50K
Male,37,White,Bachelors,Private,Exec-managerial,>50K
Male,39,White,Bachelors,Private,Craft-repair,<=50K
Male,31,White,HS-grad,Private,Craft-repair,<=50K
Female,61,White,Masters,Private,Prof-specialty,>50K
Female,26,White,Assoc-voc,Private,Adm-clerical,<=50K
Male,46,White,HS-grad,Self-emp-not-inc,Sales,<=50K
Female,26,White,Bachelors,Private,Prof-specialty,<=50K
Male,48,White,Doctorate,State-gov,Prof-specialty,>50K
Male,34,White,HS-grad,Private,Transport-moving,<=50K
Female,34,White,HS-grad,Local-gov,Adm-clerical,<=50K
Male,59,White,HS-grad,Private,Other-service,>50K
Female,34,White,Bachelors,Private,Prof-specialty,<=50K
Female,49,White,Bachelors,Private,Exec-managerial,>50K
Female,18,White,11th,Private,Adm-clerical,<=50K
Male,43,White,HS-grad,Private,Farming-fishing,<=50K
Male,48,White,11th,Private,Exec-managerial,<=50K
Male,28,White,Some-college,Self-emp-inc,Exec-managerial,<=50K
Male,33,White,HS-grad,Private,Machine-op-inspct,<=50K
Female,24,White,Some-college,Private,Sales,<=50K
Male,21,White,10th,Private,Handlers-cleaners,<=50K
Male,17,White,11th,Private,Sales,<=50K
Male,39,White,Some-college,Private,Farming-fishing,>50K
Male,29,White,Bachelors,Self-emp-not-inc,Prof-specialty,<=50K
Male,44,White,Bachelors,Private,Exec-managerial,>50K
Male,24,White,Some-college,Private,Transport-moving,<=50K
Male,71,White,Masters,Self-emp-not-inc,Sales,>50K
Male,51,Asian-Pac-Islander,Bachelors,Self-emp-not-inc,Sales,>50K
Male,55,Black,5th-6th,Private,Other-service,<=50K
Male,41,White,Bachelors,Private,Exec-managerial,>50K
Female,23,Black,HS-grad,Private,Handlers-cleaners,<=50K
Female,38,White,Assoc-voc,Private,Adm-clerical,<=50K
Male,39,White,HS-grad,Private,Transport-moving,>50K
Female,19,White,HS-grad,Private,Adm-clerical,<=50K
Female,49,White,9th,Private,Machine-op-inspct,<=50K
Male,32,White,Bachelors,Private,Adm-clerical,>50K
Male,27,White,HS-grad,Private,Craft-repair,<=50K
Male,38,White,Bachelors,Private,Sales,>50K
Female,33,White,Some-college,Private,Craft-repair,<=50K
Male,23,White,Bachelors,Private,Exec-managerial,<=50K
Male,54,Black,HS-grad,Self-emp-not-inc,Sales,<=50K
Female,29,White,Assoc-voc,Private,Tech-support,<=50K
Male,35,White,Bachelors,Self-emp-not-inc,Exec-managerial,<=50K
Female,28,Asian-Pac-Islander,Assoc-voc,Private,Adm-clerical,<=50K
Male,37,White,Bachelors,Private,Prof-specialty,>50K
Male,42,White,Prof-school,Self-emp-not-inc,Farming-fishing,>50K
Male,40,White,Masters,Private,Prof-specialty,<=50K
Male,47,White,Some-college,Private,Sales,<=50K
Female,22,White,Bachelors,Private,Exec-managerial,<=50K
Male,30,White,Bachelors,Private,Exec-managerial,>50K
Male,28,White,HS-grad,Private,Tech-support,<=50K
Male,63,White,7th-8th,Local-gov,Other-service,<=50K
Male,51,White,9th,Self-emp-not-inc,Craft-repair,<=50K
Female,22,White,HS-grad,Private,Handlers-cleaners,<=50K
Male,35,White,HS-grad,Private,Sales,<=50K
Female,46,White,HS-grad,Private,Machine-op-inspct,<=50K
Male,37,White,Some-college,Private,Machine-op-inspct,<=50K
Male,24,Black,Bachelors,Private,Prof-specialty,<=50K
Male,37,White,HS-grad,Self-emp-not-inc,Handlers-cleaners,<=50K
Male,53,White,Some-college,Private,Tech-support,<=50K
Male,27,White,HS-grad,Private,Sales,<=50K
Male,38,White,Some-college,Private,Craft-repair,<=50K
Male,53,White,10th,Self-emp-not-inc,Farming-fishing,<=50K
Male,34,White,Some-college,Private,Craft-repair,<=50K
Male,23,Black,HS-grad,Private,Sales,<=50K
Male,39,White,Bachelors,Private,Exec-managerial,>50K
